Season,Set,Difficulty,Head Editor,Literature,History,Science,Arts,Beliefs,Thought,Other
2020-21,<a href = '/sets/20-21-ikea'>IKEA</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/hari-parameswaran'>Hari Parameswaran</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/billy-busse'>Billy Busse</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/hari-parameswaran'>Hari Parameswaran</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory, Other</i>","<a href = '../players/gerhardt-hinkle'>Gerhardt Hinkle</a> <i style = 'font-size:80%'>Religion, Mythology</i>","<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>","<a href = '../players/hari-parameswaran'>Hari Parameswaran</a> <i style = 'font-size:80%'>Geography</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Current Events, Other Academic</i>"
2020-21,<a href = '/sets/20-21-workshop'>WORKSHOP</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/kevin-wang'>Kevin Wang</a><br><a href = '../players/olivia-murton'>Olivia Murton</a><br><a href = '../players/wonyoung-jang'>Wonyoung Jang</a>,"<a href = '../players/caroline-mao'>Caroline Mao</a> <i style = 'font-size:80%'>American, British, European, World</i>","<a href = '../players/chris-sims'>Chris Sims</a> <i style = 'font-size:80%'>European, Other</i><br><a href = '../players/zachary-knecht'>Zachary Knecht</a> <i style = 'font-size:80%'>American, World</i>","<a href = '../players/adam-fine'>Adam Fine</a> <i style = 'font-size:80%'>Physics, Chemistry</i><br><a href = '../players/kevin-wang'>Kevin Wang</a> <i style = 'font-size:80%'>Biology, Other</i>","<a href = '../players/wonyoung-jang'>Wonyoung Jang</a> <i style = 'font-size:80%'>Visual, Auditory, Other</i>",<a href = '../players/athena-kern'>Athena Kern</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/kevin-wang'>Kevin Wang</a> <i style = 'font-size:80%'>Mythology</i>,"<a href = '../players/jinah-kim'>JinAh Kim</a> <i style = 'font-size:80%'>Philosophy, Social Science</i><br><a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>",<a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Other Academic</i>
2020-21,<a href = '/sets/20-21-acf-nationals'>ACF Nationals</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/matt-bollinger'>Matt Bollinger</a><br><a href = '../players/ryan-westbrook'>Ryan Westbrook</a>,"<a href = '../players/derek-so'>Derek So</a> <i style = 'font-size:80%'>World</i><br><a href = '../players/jack-mehr'>Jack Mehr</a> <i style = 'font-size:80%'>American, World</i><br><a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>European, British</i>",<a href = '../players/ryan-westbrook'>Ryan Westbrook</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry, Other</i><br><a href = '../players/jerry-vinokurov'>Jerry Vinokurov</a> <i style = 'font-size:80%'>Physics</i>","<a href = '../players/derek-so'>Derek So</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/jennie-yang'>Jennie Yang</a> <i style = 'font-size:80%'>Auditory</i><br><a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Other</i>",<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/ryan-westbrook'>Ryan Westbrook</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Philosophy</i>,<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Other Academic</i><br><a href = '../players/ryan-westbrook'>Ryan Westbrook</a> <i style = 'font-size:80%'>Other Academic</i>
2020-21,<a href = '/sets/20-21-chicago-open'>Chicago Open</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/jonathen-settle'>Jonathen Settle</a> <i style = 'font-size:80%'>Physics, Other</i>","<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Arts</i>",<a href = '../players/bradley-mclain'>Bradley McLain</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/bradley-mclain'>Bradley McLain</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Current Events, Geography</i>"
2020-21,<a href = '/sets/20-21-di-ict'>DI ICT</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2019-20,<a href = '/sets/19-20-acf-fall'>ACF Fall</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/rahul-keyal'>Rahul Keyal</a>,"<a href = '../players/caroline-mao'>Caroline Mao</a> <i style = 'font-size:80%'>American, World</i><br><a href = '../players/justine-french'>Justine French</a> <i style = 'font-size:80%'>British, European</i>","<a href = '../players/ben-miller'>Ben Miller</a> <i style = 'font-size:80%'>American, World</i><br><a href = '../players/tracy-mirkin'>Tracy Mirkin</a> <i style = 'font-size:80%'>European, Other</i>","<a href = '../players/katherine-lei'>Katherine Lei</a> <i style = 'font-size:80%'>Biology, Chemistry, Physics</i><br><a href = '../players/kevin-yu'>Kevin Yu</a> <i style = 'font-size:80%'>Other</i>","<a href = '../players/clark-smith'>Clark Smith</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/halle-friedman'>Halle Friedman</a> <i style = 'font-size:80%'>Visual, Other</i>",<a href = '../players/justine-french'>Justine French</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/tracy-mirkin'>Tracy Mirkin</a> <i style = 'font-size:80%'>Religion</i>,"<a href = '../players/clark-smith'>Clark Smith</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>",<a href = '../players/ganon-evans'>Ganon Evans</a> <i style = 'font-size:80%'>Other</i>
2019-20,<a href = '/sets/19-20-ccct'>CCCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2019-20,<a href = '/sets/19-20-delta-burke'>Delta Burke</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2019-20,<a href = '/sets/19-20-dii-sct'>DII SCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2019-20,<a href = '/sets/19-20-naqt-collegiate-novice'>NAQT Collegiate Novice</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2019-20,<a href = '/sets/19-20-sun'>SUN</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/harris-bunker'>Harris Bunker</a>,,,,,,,
2019-20,<a href = '/sets/19-20-eft'>EFT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/rahul-keyal'>Rahul Keyal</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Other</i>
2019-20,<a href = '/sets/19-20-mwt'>MWT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/evan-lynch'>Evan Lynch</a>,<a href = '../players/emmett-laurie'>Emmett Laurie</a> <i style = 'font-size:80%'>American</i><br><a href = '../players/jacob-orourke'>Jacob O'Rourke</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/emmett-laurie'>Emmett Laurie</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/conor-thompson'>Conor Thompson</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/matt-mitchell'>Matt Mitchell</a> <i style = 'font-size:80%'>Physics, Other</i>",<a href = '../players/chandler-west'>Chandler West</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/jj-tsai'>JJ Tsai</a> <i style = 'font-size:80%'>Auditory</i>,<a href = '../players/conor-thompson'>Conor Thompson</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/rudra-ranganathan'>Rudra Ranganathan</a> <i style = 'font-size:80%'>Mythology</i>,"<a href = '../players/harris-bunker'>Harris Bunker</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>","<a href = '../players/conor-thompson'>Conor Thompson</a> <i style = 'font-size:80%'>Geography, Other Academic</i>"
2019-20,<a href = '/sets/19-20-acf-regionals'>ACF Regionals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jinah-kim'>JinAh Kim</a>,"<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>American, British, European</i><br><a href = '../players/wonyoung-jang'>Wonyoung Jang</a> <i style = 'font-size:80%'>World</i>",<a href = '../players/nitin-rao'>Nitin Rao</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/dennis-loo'>Dennis Loo</a> <i style = 'font-size:80%'>Physics</i><br><a href = '../players/geoffrey-chen'>Geoffrey Chen</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/neil-vinjamuri'>Neil Vinjamuri</a> <i style = 'font-size:80%'>Other</i>","<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/wonyoung-jang'>Wonyoung Jang</a> <i style = 'font-size:80%'>Auditory, Other</i>","<a href = '../players/nick-jensen'>Nick Jensen</a> <i style = 'font-size:80%'>Religion, Mythology</i>","<a href = '../players/jinah-kim'>JinAh Kim</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Social Science, Philosophy</i>",<a href = '../players/jinah-kim'>JinAh Kim</a> <i style = 'font-size:80%'>Current Events</i><br><a href = '../players/nick-jensen'>Nick Jensen</a> <i style = 'font-size:80%'>Geography</i><br><a href = '../players/wonyoung-jang'>Wonyoung Jang</a> <i style = 'font-size:80%'>Pop Culture</i>
2019-20,<a href = '/sets/19-20-di-sct'>DI SCT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2019-20,<a href = '/sets/19-20-penn-bowl'>Penn Bowl</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/nitin-rao'>Nitin Rao</a>,<a href = '../players/jaimie-carlson'>Jaimie Carlson</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/nitin-rao'>Nitin Rao</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/aaron-rosenberg'>Aaron Rosenberg</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/aseem-keyal'>Aseem Keyal</a> <i style = 'font-size:80%'>Visual</i>",<a href = '../players/noureddine-hijazi'>NourEddine Hijazi</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/ankit-aggarwal'>Ankit Aggarwal</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/jerry-vinokurov'>Jerry Vinokurov</a> <i style = 'font-size:80%'>Philosophy</i>,
2019-20,<a href = '/sets/19-20-workshop'>WORKSHOP</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jacob-reed'>Jacob Reed</a>,<a href = '../players/olivia-lamberti'>Olivia Lamberti</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/adam-fine'>Adam Fine</a> <i style = 'font-size:80%'>Chemistry, Physics</i><br><a href = '../players/kevin-wang'>Kevin Wang</a> <i style = 'font-size:80%'>Biology, Other</i>",<a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>Geography, Current Events</i><br><a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Other Academic</i>"
2018-19,<a href = '/sets/18-19-acf-fall'>ACF Fall</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/nathan-weiser'>Nathan Weiser</a>,"<a href = '../players/olivia-lamberti'>Olivia Lamberti</a> <i style = 'font-size:80%'>American, British, World</i><br><a href = '../players/rahul-keyal'>Rahul Keyal</a> <i style = 'font-size:80%'>European</i>",<a href = '../players/nitin-rao'>Nitin Rao</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/ashwin-ramaswami'>Ashwin Ramaswami</a> <i style = 'font-size:80%'>Chemistry, Physics</i><br><a href = '../players/neil-vinjamuri'>Neil Vinjamuri</a> <i style = 'font-size:80%'>Biology, Other</i>","<a href = '../players/rahul-keyal'>Rahul Keyal</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/young-fenimore-lee'>Young Fenimore Lee</a> <i style = 'font-size:80%'>Auditory</i>",<a href = '../players/ashwin-ramaswami'>Ashwin Ramaswami</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/young-fenimore-lee'>Young Fenimore Lee</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/rahul-keyal'>Rahul Keyal</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/young-fenimore-lee'>Young Fenimore Lee</a> <i style = 'font-size:80%'>Philosophy</i>,
2018-19,<a href = '/sets/18-19-ccct'>CCCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2018-19,<a href = '/sets/18-19-delta-burke'>Delta Burke</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2018-19,<a href = '/sets/18-19-dii-sct'>DII SCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2018-19,<a href = '/sets/18-19-fst'>FST</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/taylor-harvey'>Taylor Harvey</a>,<a href = '../players/alex-shaw'>Alex Shaw</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/tracy-mirkin'>Tracy Mirkin</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/jonathen-settle'>Jonathen Settle</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Other</i>
2018-19,<a href = '/sets/18-19-eft'>EFT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/tejas-raje'>Tejas Raje</a>,<a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Literature</i>,"<a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>American</i><br><a href = '../players/tejas-raje'>Tejas Raje</a> <i style = 'font-size:80%'>European, World, Other</i>",<a href = '../players/billy-busse'>Billy Busse</a> <i style = 'font-size:80%'>Science</i><br><a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>Other</i>,"<a href = '../players/alex-damisch'>Alex Damisch</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/kenji-shimizu'>Kenji Shimizu</a> <i style = 'font-size:80%'>Geography, Current Events</i>"
2018-19,<a href = '/sets/18-19-illiac'>ILLIAC</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/mike-etzkorn'>Mike Etzkorn</a>,<a href = '../players/mitch-mccullar'>Mitch McCullar</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/mike-etzkorn'>Mike Etzkorn</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/mike-etzkorn'>Mike Etzkorn</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/bryan-lu'>Bryan Lu</a> <i style = 'font-size:80%'>Auditory</i><br><a href = '../players/koby-theobald'>Koby Theobald</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/mike-etzkorn'>Mike Etzkorn</a> <i style = 'font-size:80%'>Other</i>,<a href = '../players/bradley-mclain'>Bradley McLain</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/bradley-mclain'>Bradley McLain</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/bradley-mclain'>Bradley McLain</a> <i style = 'font-size:80%'>Geography</i><br><a href = '../players/koby-theobald'>Koby Theobald</a> <i style = 'font-size:80%'>Pop Culture</i><br><a href = '../players/mike-etzkorn'>Mike Etzkorn</a> <i style = 'font-size:80%'>Current Events</i>
2018-19,<a href = '/sets/18-19-terrapin'>Terrapin</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/weijia-cheng'>Weijia Cheng</a>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/weijia-cheng'>Weijia Cheng</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/andrew-wang-2'>Andrew Wang</a> <i style = 'font-size:80%'>Science</i><br><a href = '../players/graham-reid'>Graham Reid</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/ophir-lifshitz'>Ophir Lifshitz</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/weijia-cheng'>Weijia Cheng</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/caleb-kendrick'>Caleb Kendrick</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/weijia-cheng'>Weijia Cheng</a> <i style = 'font-size:80%'>Social Science</i>,<a href = '../players/weijia-cheng'>Weijia Cheng</a> <i style = 'font-size:80%'>Other</i>
2018-19,<a href = '/sets/18-19-acf-nationals'>ACF Nationals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/auroni-gupta'>Auroni Gupta</a>,"<a href = '../players/jinah-kim'>JinAh Kim</a> <i style = 'font-size:80%'>American, British</i><br><a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>European, World</i>",<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/aaron-rosenberg'>Aaron Rosenberg</a> <i style = 'font-size:80%'>Physics</i><br><a href = '../players/andrew-wang-2'>Andrew Wang</a> <i style = 'font-size:80%'>Chemistry</i><br><a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Biology</i><br><a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i>,"<a href = '../players/alex-damisch'>Alex Damisch</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Visual, Other</i>",<a href = '../players/athena-kern'>Athena Kern</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/jinah-kim'>JinAh Kim</a> <i style = 'font-size:80%'>Philosophy</i>,<a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Other</i>
2018-19,<a href = '/sets/18-19-acf-regionals'>ACF Regionals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/will-nediger'>Will Nediger</a>,<a href = '../players/will-nediger'>Will Nediger</a> <i style = 'font-size:80%'>Literature</i>,,"<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry, Other</i><br><a href = '../players/graham-reid'>Graham Reid</a> <i style = 'font-size:80%'>Physics, Other</i>","<a href = '../players/jennie-yang'>Jennie Yang</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Visual</i>","<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Religion, Mythology</i>","<a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>",<a href = '../players/rob-carson'>Rob Carson</a> <i style = 'font-size:80%'>Other</i>
2018-19,<a href = '/sets/18-19-di-sct'>DI SCT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2018-19,<a href = '/sets/18-19-dii-ict'>DII ICT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2018-19,<a href = '/sets/18-19-penn-bowl'>Penn Bowl</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jaimie-carlson'>Jaimie Carlson</a>,,,,,,,
2018-19,<a href = '/sets/18-19-spartan-housewrite'>Spartan Housewrite</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jakob-myers'>Jakob Myers</a>,<a href = '../players/evan-suttell'>Evan Suttell</a> <i style = 'font-size:80%'>Literature</i><br><a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/conor-thompson'>Conor Thompson</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry, Other</i><br><a href = '../players/harris-bunker'>Harris Bunker</a> <i style = 'font-size:80%'>Physics</i>",<a href = '../players/evan-suttell'>Evan Suttell</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/joe-su'>Joe Su</a> <i style = 'font-size:80%'>Auditory</i>,<a href = '../players/conor-thompson'>Conor Thompson</a> <i style = 'font-size:80%'>Religion</i>,"<a href = '../players/harris-bunker'>Harris Bunker</a> <i style = 'font-size:80%'>Philosophy, Social Science</i>","<a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>Current Events, Geography</i>"
2018-19,<a href = '/sets/18-19-sun-god'>Sun God</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jason-cheng'>Jason Cheng</a>,<a href = '../players/jason-cheng'>Jason Cheng</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/aseem-keyal'>Aseem Keyal</a> <i style = 'font-size:80%'>Chemistry, Physics, Other</i><br><a href = '../players/jason-cheng'>Jason Cheng</a> <i style = 'font-size:80%'>Biology</i><br><a href = '../players/jonathan-luck'>Jonathan Luck</a> <i style = 'font-size:80%'>Other</i>",<a href = '../players/aseem-keyal'>Aseem Keyal</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/eddie-kim'>Eddie Kim</a> <i style = 'font-size:80%'>Auditory</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory</i>,<a href = '../players/eddie-kim'>Eddie Kim</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Other</i>
2018-19,<a href = '/sets/18-19-chicago-open'>Chicago Open</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/chris-ray'>Chris Ray</a>,<a href = '../players/jonathan-magin'>Jonathan Magin</a> <i style = 'font-size:80%'>Literature</i><br><a href = '../players/michael-kearney'>Michael Kearney</a> <i style = 'font-size:80%'>Literature</i><br><a href = '../players/wonyoung-jang'>Wonyoung Jang</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>History</i><br><a href = '../players/michael-kearney'>Michael Kearney</a> <i style = 'font-size:80%'>Ancient</i>,<a href = '../players/sriram-pendyala'>Sriram Pendyala</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/alston-boyd'>Alston Boyd</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Social Science</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Other</i>
